x,y,z,
36.20557,37.19404,-0.160271,
36.201,37.19405,-0.787158,
36.20133,37.19405,-1.470072,
36.20179,37.19405,0.725086,
36.20274,37.19405,0.617256,
36.20531,37.19405,-0.385181,
36.19906,37.19407,3.224469,
36.20652,37.19409,0.759331,
36.20058,37.1941,0.787549,
36.20235,37.1941,-2.813072,
36.20221,37.19411,-0.135399,
36.19832,37.19413,-1.328206,
36.2021,37.19413,-0.284442,
36.20424,37.19413,-1.078221,
36.20399,37.19415,NaN,
36.19973,37.19416,-0.131083,
36.20171,37.19416,0.986712,
36.20386,37.19416,0.247152,
36.20376,37.19416,0.909919,
36.19881,37.19417,-2.375453,
36.20632,37.19417,-1.413162,
36.19804,37.19418,0.362003,
36.19815,37.19418,-1.019164,
36.20607,37.19418,0.973506,
36.19868,37.19419,-0.233355,
36.20134,37.19419,1.123114,
36.20358,37.19419,1.025379,
36.2012,37.1942,-0.330199,
36.2034,37.1942,0.571636,
36.19904,37.19421,0.150447,
36.19994,37.19421,-0.068009,
36.20095,37.19421,-0.575455,
36.20576,37.19422,0.893226,
36.20007,37.19425,1.180896,
36.20318,37.19425,1.142824,
36.20298,37.19426,1.178284,
36.20027,37.19427,0.107356,
36.20653,37.19427,0.763192,
36.20557,37.19428,-0.065614,
36.2027,37.19429,-1.015502,
36.20087,37.1943,0.150837,
36.20435,37.1943,-0.667578,
36.2062,37.1943,-0.411465,
36.19815,37.19433,-0.962851,
36.19803,37.19434,0.815971,
36.19832,37.19434,1.069007,
36.19881,37.19434,-3.07648,
36.19842,37.19434,1.495316,
36.19966,37.19434,0.03259,
36.20228,37.19434,0.912767,
36.20608,37.19434,0.253369,
36.20633,37.19434,-1.170448,
36.19867,37.19436,1.235582,
36.19991,37.19436,0.556176,
36.20204,37.19436,-1.13175,
36.20377,37.19436,0.23807,
36.20214,37.19437,-0.674563,
36.20388,37.19437,0.040071,
36.20349,37.19437,-0.506874,
36.20333,37.19438,1.618576,
36.20193,37.19439,1.836433,
36.20182,37.19439,0.394694,
36.20038,37.1944,0.138793,
36.20589,37.1944,-0.08857,
36.20518,37.1944,-0.498894,
36.20558,37.1944,-0.369191,
36.20026,37.19442,0.547294,
36.203,37.19443,1.033159,
36.20103,37.19444,0.840788,
36.20156,37.19444,0.775262,
36.20288,37.19445,1.586879,
36.20496,37.19445,1.191591,
36.20482,37.19446,0.811675,
36.19972,37.19448,0.090751,
36.20006,37.19448,0.821925,
36.20121,37.19448,1.248159,
36.20621,37.19448,0.27204,
36.20438,37.19449,0.148384,
36.20577,37.19449,0.521825,
36.19952,37.19451,1.4643,
36.1999,37.19451,1.002289,
36.20258,37.19451,0.805294,
36.20407,37.19451,1.623206,
36.20634,37.19451,-1.28375,
36.20229,37.19452,0.314566,
36.20397,37.19452,-0.280352,
36.20608,37.19452,-0.140683,
36.19797,37.19453,-0.13091,
36.19867,37.19453,1.265046,
36.19834,37.19453,0.020094,
36.20024,37.19453,0.405898,
36.20046,37.19453,0.38395,
36.20517,37.19453,-0.9011,
36.19805,37.19454,-0.19671,
36.19901,37.19454,0.840629,
36.19858,37.19454,0.163377,
36.20383,37.19454,-1.625347,
36.20214,37.19455,0.139313,
36.20373,37.19455,0.040463,
36.20557,37.19455,1.125953,
36.20202,37.19456,0.773578,
36.20589,37.19457,0.921193,
36.2019,37.19458,1.01932,
36.20328,37.19458,2.339169,
36.20342,37.19458,0.164675,
36.20171,37.1946,0.817599,
36.1999,37.19461,0.80444,
36.19879,37.19462,0.792998,
36.20137,37.19462,1.708312,
36.20485,37.19462,0.808147,
36.20124,37.19463,1.546595,
36.20318,37.19463,1.074158,
36.19945,37.19465,0.703049,
36.19955,37.19465,1.903638,
36.20609,37.19465,1.824754,
36.20635,37.19465,-0.275129,
36.20053,37.19466,-0.634399,
36.20109,37.19466,0.919087,
36.203,37.19466,-1.485098,
36.19821,37.19467,-0.284087,
36.20022,37.19467,0.743569,
36.19848,37.19469,0.511521,
36.20088,37.19469,0.889651,
36.20277,37.1947,0.909162,
36.20554,37.1947,-0.285843,
36.20582,37.1947,1.307354,
36.19866,37.19471,1.058345,
36.20493,37.19471,0.5075,
36.20505,37.19471,1.017418,
36.20519,37.19471,-0.573922,
36.2059,37.19471,0.821069,
36.20231,37.19472,0.95304,
36.20479,37.19472,1.483938,
36.20538,37.19472,1.12129,
36.20249,37.19473,0.303872,
36.20374,37.19473,0.192016,
36.20462,37.19474,0.817783,
36.20221,37.19475,0.701443,
36.20343,37.19475,-0.184892,
36.2006,37.19477,-1.804299,
36.2019,37.19477,2.179451,
36.20211,37.19477,1.498731,
36.19929,37.19478,-1.124555,
36.20005,37.19478,-0.806581,
36.2002,37.19479,0.465163,
36.20329,37.19479,-1.555601,
36.20623,37.19479,0.244361,
36.20175,37.1948,-0.913538,
36.20319,37.1948,0.782923,
36.19944,37.19482,-0.73132,
36.20302,37.19482,1.820682,
36.1992,37.19483,1.314435,
36.20033,37.19483,0.112278,
36.20046,37.19483,0.868155,
36.2061,37.19483,1.365309,
36.20636,37.19483,-0.061561,
36.20559,37.19483,2.761981,
36.19797,37.19486,1.552585,
36.20256,37.19486,0.561398,
36.20434,37.19487,-1.862735,
36.19848,37.19489,-1.484614,
36.20135,37.19489,0.857493,
36.20576,37.19489,1.519734,
36.20591,37.19489,-0.242977,
36.19829,37.1949,-1.014081,
36.20224,37.1949,0.45416,
36.20211,37.1949,1.617298,
36.20425,37.1949,0.148639,
36.20555,37.1949,0.317709,
36.20494,37.19491,1.625286,
36.2052,37.19491,-0.349041,
36.19987,37.19492,-0.622262,
36.2048,37.19492,1.285827,
36.20539,37.19492,0.652155,
36.20191,37.19493,0.692888,
36.20001,37.19495,-1.129523,
36.20402,37.19495,0.361965,
36.20452,37.19496,0.370162,
36.20624,37.19496,1.301566,
36.20017,37.19497,1.282553,
36.2016,37.19497,0.584642,
36.20385,37.19497,-0.430213,
36.20146,37.19498,1.281066,
36.20358,37.19498,-0.562426,
36.19905,37.19499,0.329796,
36.19928,37.19499,-0.516814,
36.19919,37.195,0.259867,
36.20132,37.195,1.933365,
36.20303,37.195,1.221408,
36.20612,37.195,0.3299,
36.20637,37.195,-1.435197,
36.19793,37.19501,-0.166409,
36.20321,37.19501,1.521408,
36.20592,37.19505,0.520883,
36.20556,37.19506,0.295294,
36.20581,37.19506,0.079102,
36.20071,37.19507,0.782921,
36.20018,37.19507,0.886241,
36.20122,37.19507,0.921896,
36.2025,37.19507,-1.41185,
36.20275,37.19507,-1.039068,
36.20436,37.19507,-0.388592,
36.20521,37.19507,-0.90241,
36.20267,37.19508,-0.381363,
36.20496,37.19508,1.214797,
36.20508,37.19508,0.723413,
36.2054,37.19508,1.041429,
36.20059,37.19509,0.590734,
36.20221,37.19509,-0.382761,
36.19825,37.1951,-1.623389,
36.19959,37.1951,0.68722,
36.19969,37.1951,-0.035575,
36.20234,37.1951,0.557717,
36.20426,37.1951,0.828787,
36.20465,37.1951,0.490136,
36.20332,37.19511,-0.368691,
36.19983,37.19513,0.227722,
36.19794,37.19514,0.564354,
36.20099,37.19514,0.407505,
36.20195,37.19514,-0.260117,
36.20414,37.19514,-0.097945,
36.20625,37.19514,0.671276,
36.20403,37.19515,0.975962,
36.19926,37.19516,1.118775,
36.19999,37.19517,0.207132,
36.20387,37.19517,0.606979,
36.20014,37.19518,0.774787,
36.20174,37.19518,-1.020396,
36.20359,37.19518,0.659758,
36.20377,37.19518,0.742751,
36.20639,37.19518,-0.866987,
36.19903,37.19519,0.050468,
36.20031,37.19519,0.93058,
36.2035,37.19519,0.88894,
36.20151,37.1952,0.690336,
36.20306,37.1952,-0.029476,
36.20332,37.1952,0.202842,
36.1994,37.19522,-1.065959,
36.20268,37.19522,1.212329,
36.20045,37.19523,0.611592,
36.20138,37.19523,1.991904,
36.20293,37.19523,0.661808,
36.20583,37.19523,1.161843,
36.19917,37.19524,2.365033,
36.2025,37.19524,-1.3021,
36.20557,37.19524,-1.672248,
36.20594,37.19524,-1.047646,
36.1995,37.19525,0.284223,
36.20497,37.19525,0.84674,
36.20509,37.19525,0.573739,
36.20523,37.19525,-1.217041,
36.19959,37.19526,2.235626,
36.20061,37.19526,-1.964,
36.20483,37.19526,0.812526,
36.20542,37.19526,1.238827,
36.20224,37.19527,0.29407,
36.20466,37.19528,0.826779,
36.19973,37.1953,0.497552,
36.20075,37.1953,-1.262619,
36.20415,37.1953,0.256202,
36.20455,37.1953,0.127446,
36.20405,37.19531,1.299295,
36.20239,37.19532,0.950181,
36.20307,37.19532,-0.633302,
36.20268,37.19533,-0.014977,
36.20388,37.19533,-0.132713,
36.20614,37.19533,0.182497,
36.19991,37.19534,-0.835496,
36.20152,37.19534,1.12685,
36.20177,37.19534,0.565165,
36.2036,37.19534,0.175412,
36.20378,37.19534,-0.31024,
36.19891,37.19535,-0.329121,
36.20351,37.19535,0.547097,
36.19901,37.19536,-0.202795,
36.20167,37.19536,-0.035897,
36.20334,37.19536,-0.936736,
36.20195,37.19537,0.716421,
,,,
