37.18672,36.17906,Building
37.18672,36.19912,Building
37.18672,36.21603,Building
37.18672,36.22122,Building
37.18672,36.22999,Building
37.18672,36.23009,Building
37.18672,36.23174,Building
37.18672,36.23237,Building
37.18672,36.23558,Building
37.18672,36.2381,Building
37.18672,36.23827,Building
37.18672,36.25673,Building
37.18672,36.26017,Building
37.18672,36.2599,Building
37.18672,36.2606,Building
37.18672,36.27936,Building
37.18673,36.1785,Building
37.18673,36.22557,Building
37.18673,36.22571,Building
37.18673,36.23305,Building
37.18673,36.23579,Building
37.18673,36.25547,Building
37.18673,36.25765,Building
37.18673,36.25778,Building
37.18673,36.25959,Building
37.18673,36.26123,Building
37.18673,36.27816,Building
37.18673,36.20674,Building
37.18673,36.20869,Building
37.18674,36.1587,Building
37.18674,36.19292,Building
37.18674,36.1968,Building
37.18674,36.21591,Building
37.18674,36.21683,Building
37.18674,36.22174,Building
37.18674,36.22247,Building
37.18674,36.22519,Building
37.18674,36.2332,Building
37.18674,36.23472,Building
37.18674,36.23863,Building
37.18674,36.27707,Building
37.18674,36.2785,Building
37.18674,36.27861,Building
37.18674,36.20386,Building
37.18675,36.1696,Building
37.18675,36.19183,Building
37.18675,36.19484,Building
37.18675,36.19694,Building
37.18675,36.21093,Building
37.18675,36.21407,Building
37.18675,36.22406,Building
37.18675,36.22704,Building
37.18675,36.23023,Building
37.18675,36.2325,Building
37.18675,36.23334,Building
37.18675,36.23485,Building
37.18675,36.23504,Building
37.18675,36.26131,Building
37.18675,36.27877,Building
37.18676,36.19474,Building
37.18676,36.19848,Building
37.18676,36.21185,Building
37.18676,36.21669,Building
37.18676,36.22005,Building
37.18676,36.22149,Building
37.18676,36.23211,Building
37.18676,36.23264,Building
37.18676,36.23777,Building
37.18676,36.25524,Building
37.18676,36.259,Building
37.18676,36.26048,Building
37.18676,36.26033,Building
37.18676,36.2614,Building
37.18676,36.26191,Building
37.18676,36.2776,Building
37.18676,36.27827,Building
37.18676,36.20931,Building
37.18677,36.17979,Building
37.18677,36.19279,Building
37.18677,36.19507,Building
37.18677,36.19705,Building
37.18677,36.20644,Building
37.18677,36.21122,Building
37.18677,36.21175,Building
37.18677,36.2143,Building
37.18677,36.2253,Building
37.18677,36.23223,Building
37.18677,36.23276,Building
37.18677,36.23375,Building
37.18677,36.23412,Building
37.18677,36.23401,Building
37.18677,36.23544,Building
37.18677,36.23651,Building
37.18677,36.23796,Building
37.18677,36.25531,Building
37.18677,36.25653,Building
37.18677,36.27574,Building
37.18677,36.27975,Building
37.18677,36.20604,Building
37.18678,36.1927,Building
37.18678,36.19315,Building
37.18678,36.19547,Building
37.18678,36.19862,Building
37.18678,36.19929,Building
37.18678,36.20741,Building
37.18678,36.20982,Building
37.18678,36.21014,Building
37.18678,36.2158,Building
37.18678,36.21657,Building
37.18678,36.21993,Building
37.18678,36.22426,Building
37.18678,36.23039,Building
37.18678,36.23614,Building
37.18678,36.23632,Building
37.18678,36.25341,Building
37.18678,36.25539,Building
37.18678,36.25809,Building
37.18678,36.25892,Building
37.18678,36.25913,Building
37.18678,36.26162,Building
37.18678,36.27663,Building
37.18678,36.20895,Building
37.18679,36.17994,Building
37.18679,36.19386,Building
37.18679,36.1952,Building
37.18679,36.21267,Building
37.18679,36.21467,Building
37.18679,36.22233,Building
37.18679,36.22484,Building
37.18679,36.22579,Building
37.18679,36.22636,Building
37.18679,36.23193,Building
37.18679,36.23347,Building
37.18679,36.23942,Building
37.18679,36.25591,Building
37.18679,36.25573,Building
37.18679,36.27648,Building
37.18679,36.27793,Building
37.18679,36.20617,Building
37.1868,36.19193,Building
37.1868,36.19327,Building
37.1868,36.21082,Building
37.1868,36.21166,Building
37.1868,36.21449,Building
37.1868,36.2244,Building
37.1868,36.22454,Building
37.1868,36.22598,Building
37.1868,36.23056,Building
37.1868,36.2329,Building
37.1868,36.23359,Building
37.1868,36.23811,Building
37.1868,36.23879,Building
37.1868,36.23934,Building
37.1868,36.25496,Building
37.1868,36.25722,Building
37.1868,36.25941,Building
37.1868,36.26063,Building
37.1868,36.27804,Building
37.1868,36.28203,Building
37.1868,36.20812,Building
37.18681,36.19338,Building
37.18681,36.19612,Building
37.18681,36.19744,Building
37.18681,36.21073,Building
37.18681,36.21111,Building
37.18681,36.21631,Building
37.18681,36.2192,Building
37.18681,36.22129,Building
37.18681,36.22587,Building
37.18681,36.22648,Building
37.18681,36.23067,Building
37.18681,36.23237,Building
37.18681,36.23559,Building
37.18681,36.23863,Building
37.18681,36.25396,Building
37.18681,36.25623,Building
37.18681,36.25549,Building
37.18681,36.25671,Building
37.18681,36.25711,Building
37.18681,36.20635,Building
37.18681,36.20794,Building
37.18682,36.19463,Building
37.18682,36.1972,Building
37.18682,36.20383,Building
37.18682,36.21384,Building
37.18682,36.2198,Building
