lat,lon,meta,elav
37.1646,36.20799,5668264,-0.249297
37.16462,36.20909,4949700,1.41742
37.16462,36.20779,5796790,0.014413
37.16466,36.21048,4050037,0.594108
37.16467,36.20865,5235964,0.456219
37.16469,36.21631,258582,0.53748
37.1647,36.21467,1321827,1.162584
37.1647,36.20882,5124969,1.441867
37.1647,36.20674,6480313,-0.150269
37.16472,36.21368,1964449,-0.970724
37.16472,36.21313,2326653,0.734756
37.16472,36.20773,5837695,0.925715
37.16474,36.21649,141748,-0.485299
37.16474,36.20747,6007116,0.055059
37.16475,36.21575,620793,1.204723
37.16475,36.21085,3804683,-0.261704
37.16475,36.20795,5691649,0.674841
37.16476,36.20698,6322586,1.224258
37.16478,36.21026,4190258,0.923008
37.16478,36.20621,6825000,0.722973
37.16479,36.20685,6410219,0.815875
37.16483,36.2149,1175792,0.581314
37.16483,36.21601,451384,-0.273986
37.16483,36.20848,5346980,1.151192
37.16486,36.20753,5966235,-0.15006
37.16486,36.20707,6264177,0.443368
37.16488,36.21071,3898169,0.681748
37.16488,36.20947,4704365,-0.642688
37.16488,36.20812,5580665,0.766588
37.16488,36.20695,6345967,0.222672
37.16489,36.21085,3804698,-0.282849
37.16489,36.20883,5119148,2.142949
37.16489,36.20734,6088920,2.746996
37.16493,36.20683,6421919,0.689764
37.16494,36.20783,5773458,0.72948
37.16494,36.20629,6772440,-0.06109
37.16495,36.20864,5241837,1.387642
37.16495,36.20646,6661443,1.620676
37.16498,36.21436,1526328,1.27216
37.16498,36.21056,3997494,2.005211
37.16499,36.21642,182669,0.608485
37.16499,36.20906,4973109,-0.378019
37.16502,36.20993,4406439,1.397438
37.16502,36.20848,5347001,0.335032
37.16503,36.21083,3822240,2.106744
37.16503,36.20945,4716066,1.515121
37.16503,36.21008,4307126,-0.204353
37.16503,36.20701,6305090,0.99678
37.16505,36.20969,4564176,1.070234
37.16505,36.20794,5697524,0.822542
37.16505,36.20608,6906818,0.782049
37.16505,36.20578,7105446,0.484593
37.16506,36.21548,796087,0.961181
37.16506,36.21668,13259,-0.271177
37.16507,36.21324,2250746,1.013348
37.1651,36.20641,6696512,0.386054
37.16511,36.20831,5458009,1.428928
37.16512,36.20882,5125016,2.331185
37.16512,36.20628,6778302,1.021511
37.16512,36.20666,6532938,0.730799
37.16512,36.21342,2133912,0.78515
37.16513,36.21568,667571,0.488145
37.16513,36.21456,1391979,0.439218
37.16514,36.20923,4862128,-0.339045
37.16517,36.20603,6941883,0.933586
37.1652,36.20985,4459037,0.877983
37.1652,36.20929,4821241,1.280706
37.16522,36.20807,5615755,-0.759198
37.16522,36.20568,7169727,1.050351
37.16523,36.21485,1205046,0.613985
37.16523,36.21022,4219518,2.871137
37.16523,36.20879,5148396,1.477171
37.16523,36.20639,6708210,1.427831
37.16525,36.21011,4289624,0.991302
37.16525,36.2062,6830894,0.465166
37.16527,36.20816,5557341,0.021698
37.16532,36.2113,3512646,0.906836
37.16532,36.20893,5054934,0.40999
37.16532,36.20661,6562170,0.872659
37.16534,36.208,5662504,0.713581
37.16536,36.20582,7076271,-1.705651
37.16537,36.20688,6386916,0.815614
37.1654,36.2154,848703,1.280155
37.1654,36.20649,6643967,0.689834
37.16543,36.20915,4914738,2.314474
37.16543,36.20702,6299292,0.638432
37.16547,36.20717,6199983,1.447215
37.16547,36.20675,6474557,0.599168
37.16551,36.20695,6346037,0.780971
37.16554,36.20875,5171799,0.479915
37.16554,36.20644,6673193,1.567162
37.16555,36.21051,4026768,0.548355
37.16556,36.20725,6147415,1.099929
37.16558,36.20707,6264257,1.591267
37.1656,36.2084,5399643,1.098585
37.1656,36.20664,6544675,1.277949
37.16561,36.2083,5463906,0.622681
37.16561,36.20683,6421994,0.458687
37.16564,36.2057,7158090,0.976835
37.16568,36.21625,293744,1.012931
37.16574,36.20606,6924421,0.634331
37.16576,36.20585,7058789,1.12034
37.16577,36.21647,153546,0.857598
37.16578,36.20738,6065651,-3.556263
37.16584,36.2091,4943994,0.943697
37.16587,36.20592,7012065,0.190682
37.16592,36.20945,4716165,-1.137906
37.16592,36.2058,7093859,1.158268
37.16594,36.20665,6538871,0.590491
37.16598,36.20856,5294530,0.839069
37.16599,36.2084,5399687,0.272304
37.16599,36.20955,4651911,-1.753306
37.166,36.20612,6883556,0.643931
37.166,36.21598,469040,1.394828
37.166,36.20698,6322724,1.09199
37.16601,36.21203,3039521,0.779337
37.16601,36.21216,2957733,2.358699
37.16603,36.20821,5522373,1.720121
37.16603,36.20986,4453287,1.254359
37.16607,36.20682,6427888,1.025316
37.16608,36.20794,5697639,0.969078
37.1661,36.20913,4926497,0.467485
37.16612,36.20782,5779431,1.034288
37.16616,36.2084,5399706,-3.251376
37.16616,36.20824,5504862,1.26521
37.16616,36.20667,6527212,0.856342
37.16618,36.20758,5931330,1.388977
37.16619,36.2167,1701,1.174606
37.1662,36.20859,5277028,0.252077
37.1662,36.20977,4511726,0.97493
37.1662,36.20632,6755054,-1.053967
37.16621,36.21645,165279,-0.891735
37.16622,36.20901,5002456,1.548153
37.16625,36.2094,4751254,1.517447
37.1663,36.20929,4821363,0.83255
37.16633,36.20989,4429953,0.616435
37.16635,36.20854,5312097,0.230276
37.16635,36.20791,5721037,0.224865
37.16636,36.20745,6018980,-2.816825
37.16636,36.20815,5563304,0.522069
37.16638,36.207,6311082,0.326007
37.16638,36.21328,2227524,-0.775746
37.16639,36.20844,5376363,0.191538
37.16639,36.20942,4739585,1.469229
37.16639,36.21569,661869,-4.290295
37.1664,36.20824,5504888,0.891959
37.1664,36.20963,4599378,1.311194
37.1664,36.21205,3027880,1.039098
37.16643,36.208,5662626,0.204068
37.16643,36.20929,4821378,0.187535
37.16644,36.2076,5919675,0.850869
37.16644,36.20767,5872939,0.829048
37.16644,36.20786,5750257,0.787618
37.16646,36.20684,6416247,1.233826
37.16648,36.2086,5271217,0.82042
37.16649,36.20824,5504898,0.827277
37.16652,36.21615,358100,-3.392818
37.16655,36.20834,5440643,0.442953
37.16655,36.20941,4745445,0.170954
37.16656,36.2093,4815550,0.288416
37.16657,36.21593,504155,0.27681
37.1666,36.20905,4979131,0.749779
37.16662,36.20697,6328635,0.451242
37.16666,36.20893,5055083,1.538461
37.16666,36.20915,4914875,0.428981
37.16666,36.21027,4184625,0.949008
37.16667,36.20645,6667476,1.099539
37.16667,36.20759,5925542,0.291512
37.16667,36.20847,5353026,0.436879
37.16667,36.20864,5242028,0.419183
37.16667,36.20941,4745458,0.988653
37.16669,36.21241,2794233,2.216361
37.1667,36.20684,6416274,1.585691
37.1667,36.21448,1444732,0.756831
37.16672,36.20928,4827252,1.312678
37.16672,36.2096,4622782,1.270046
37.16672,36.21577,609328,0.696229
37.16672,36.21593,504172,-0.922749
37.16673,36.20773,5837919,0.713267
37.16675,36.20729,6124179,1.07677
37.16675,36.20821,5522453,0.688059
37.16675,36.20833,5446507,0.451969
37.16679,36.20622,6819382,1.308416
37.1668,36.20671,6498073,0.793841
37.16681,36.21655,101084,1.151371
37.16683,36.2091,4944104,1.197303
37.16683,36.21382,1877054,-1.75749
37.16684,36.20714,6217661,0.690227
37.16684,36.2087,5206995,0.79927
37.16684,36.20936,4774687,1.044398
37.16684,36.20946,4710425,0.826552
37.16686,36.20688,6387082,1.072096
37.16686,36.20782,5779514,1.202125
37.16686,36.2096,4622798,0.281283
37.16687,36.21504,1082547,-4.163202
37.16688,36.20769,5861304,0.893791
37.16689,36.20602,6947917,1.052314
37.16689,36.20815,5563363,1.054807
37.16689,36.21557,737871,0.480276
37.1669,36.20647,6655818,0.103856
37.1669,36.20795,5691888,0.907202
37.1669,36.21399,1766064,-1.173268
37.16695,36.20674,6480564,2.475959
37.16695,36.20711,6241042,0.690984
37.16695,36.20786,5750314,0.802381
37.16695,36.20944,4722122,1.148951
37.16695,36.20913,4926592,0.352129
37.16698,36.20799,5668529,0.434969
37.16698,36.21631,258837,-0.018531
37.16698,36.21427,1584971,-1.574251
37.167,36.21668,13475,0.050564
37.16701,36.20732,6100840,0.775629
37.16701,36.21318,2291856,1.308022
37.16702,36.20816,5557535,-0.448727
37.16702,36.21355,2052335,-0.210494
37.16704,36.20797,5680220,0.62005
37.16704,36.21181,3185686,1.185189
37.16705,36.20921,4874025,0.170704
37.16705,36.20912,4932445,0.601491
37.16705,36.21651,124479,0.792347
37.16707,36.2087,5207021,0.504459
37.16707,36.2093,4815607,0.894065
37.16708,36.2068,6439684,1.130841
37.16708,36.2079,5726960,1.102527
37.16708,36.2124,2800118,-0.963556
37.16709,36.20762,5908063,-0.218382
37.16709,36.2158,586001,0.608864
37.16709,36.21409,1701823,0.4251
37.1671,36.20636,6725944,0.803086
37.1671,36.20717,6200164,0.91638
37.1671,36.21205,3027958,1.095536
37.1671,36.21669,7644,1.164812
37.1671,36.21568,667790,0.955743
37.16711,36.20732,6100851,1.092764
37.16711,36.20941,4745507,4.18047
37.16713,36.20752,5972330,0.309236
37.16713,36.20831,5458234,0.665178
37.16713,36.21418,1643408,0.489705
37.16714,36.20776,5814597,0.560278
37.16714,36.2085,5335553,1.258882
37.16714,36.20841,5393973,0.806489
37.16715,36.20608,6907052,0.602394
37.16715,36.20666,6533164,-0.004199
37.16715,36.20858,5282976,1.049903
37.16715,36.21436,1526570,0.649331
37.16715,36.21428,1579148,0.443659
37.16717,36.20645,6667532,-0.192628
37.16717,36.21463,1351312,0.374286
37.16718,36.20767,5873021,0.652147
37.16718,36.21328,2227613,4.128007
37.16718,36.21354,2058195,-0.24155
37.16718,36.21653,112809,1.004344
37.16722,36.20671,6498120,0.760427
37.16726,36.20693,6357916,0.55059
37.16726,36.20839,5405670,0.182962
37.16727,36.20701,6305339,0.951832
37.16727,36.20726,6141763,0.481165
37.16727,36.20848,5347251,0.842538
37.16727,36.20945,4716315,0.785051
37.16728,36.20637,6720122,1.686303
37.16728,36.20624,6807752,1.42305
37.16728,36.20929,4821472,0.815468
37.16733,36.20795,5691936,1.853468
37.16733,36.21439,1503222,0.894977
37.16734,36.20592,7012229,0.799259
37.16734,36.20774,5832145,1.181616
37.16734,36.20898,5025949,-0.171577
37.16735,36.20686,6404662,2.158864
37.16735,36.21312,2332788,-0.761047
37.16735,36.2146,1368858,0.213529
37.16737,36.21399,1766116,0.829764
37.1674,36.20632,6755188,0.348452
37.1674,36.21545,813874,0.199473
37.16741,36.20619,6836977,1.041227
37.16741,36.21503,1088449,-1.425478
37.16741,36.2092,4879907,3.408359
37.16741,36.2156,720403,0.771554
37.16742,36.2078,5791260,0.59559
37.16742,36.21575,621090,1.467411
37.16744,36.20767,5873050,1.611944
37.16744,36.20639,6708456,-0.05846
37.16745,36.20705,6276149,-0.200813
37.16745,36.20751,5978207,0.771522
37.16745,36.20648,6650037,0.698314
37.16745,36.20671,6498145,1.637685
37.16745,36.20787,5744527,1.015882
37.16745,36.20946,4710493,-0.462222
37.16746,36.20661,6562408,0.220341
37.16746,36.21637,217996,0.136315
37.16746,36.21615,358204,1.011816
37.16748,36.20795,5691953,0.961823
37.16749,36.20597,6983036,0.446301
37.16749,36.20774,5832162,0.579457
37.16749,36.20685,6410520,1.947195
37.1675,36.20843,5382329,-0.476244
37.16751,36.21513,1024198,-0.699665
37.16752,36.20628,6778569,0.317166
37.16752,36.20762,5908111,0.400348
37.16753,36.21412,1678504,-2.196756
37.16754,36.20753,5966533,0.824297
37.16754,36.20649,6644205,1.89423
37.16755,36.21355,2052394,-1.184404
37.16757,36.20874,5177867,1.420466
37.16758,36.20663,6550738,0.26976
37.16758,36.20897,5031818,-1.220828
37.16758,36.21232,2852752,1.285734
37.16758,36.21594,498426,1.540773
37.1676,36.20627,6784420,0.215747
37.1676,36.20738,6065854,1.576957
37.1676,36.20637,6720158,1.451816
37.1676,36.20778,5802964,1.029211
37.16762,36.20583,7070680,0.033322
37.16762,36.2073,6118434,0.742745
37.16766,36.20701,6305383,1.726096
37.16766,36.2118,3191597,1.678545
37.16766,36.21445,1468207,0.252454
37.16766,36.21461,1363051,-1.393598
37.16766,36.2147,1304631,1.085134
37.16767,36.20612,6883742,0.930894
37.16767,36.20653,6615010,0.700504
37.16767,36.20923,4862410,2.152508
37.16767,36.21521,971638,0.556713
37.16767,36.21615,358228,0.723558
37.16768,36.20689,6381331,1.466736
37.16768,36.20812,5580977,0.045432
37.16769,36.20665,6539066,0.830552
37.1677,36.2064,6702643,0.578032
37.1677,36.21492,1158585,-0.035314
37.16771,36.21481,1234532,0.980704
37.16772,36.20575,7123269,3.421358
37.16778,36.20662,6556602,0.577812
37.16778,36.20776,5814668,0.485753
37.16778,36.21383,1871318,0.829446
37.1678,36.20636,6726022,1.284717
37.1678,36.20701,6305398,0.793523
37.1678,36.21433,1544168,1.14728
37.16782,36.20655,6603342,0.315721
37.16782,36.20691,6369662,1.080637
37.16785,36.20759,5925674,1.597323
37.16786,36.21611,387459,-1.120447
37.16787,36.21505,1076816,0.006467
37.16788,36.21488,1187815,0.823101
37.16789,36.21666,31100,0.519764
37.16794,36.21356,2046596,-5.237909
37.16795,36.20706,6270363,0.413505
37.16795,36.20677,6463149,0.436582
37.16795,36.2164,200525,0.643705
37.16795,36.21484,1211191,0.666408
37.16796,36.20629,6772776,0.887415
37.16798,36.21594,498470,0.803743
37.16802,36.21621,323215,-0.462399
37.16803,36.21506,1070992,0.952616
37.16803,36.21492,1158622,-0.153598
37.16805,36.2061,6895468,1.595323
37.16805,36.21475,1269622,1.094159
37.16807,36.20697,6328796,0.140297
37.16807,36.21484,1211204,1.222007
37.16807,36.21613,375798,0.966073
37.1681,36.20685,6410588,0.349431
37.1681,36.21355,2052456,-2.838062
37.16811,36.20577,7111629,1.499716
37.16811,36.21581,580273,0.919452
37.16813,36.2063,6766953,0.935939
37.16814,36.2164,200546,0.923048
37.16815,36.21505,1076847,0.248251
37.16815,36.21621,323229,0.875555
37.16819,36.20646,6661804,0.653246
37.16822,36.20691,6369707,0.26233
37.16822,36.21205,3028083,1.606309
37.16825,36.20595,6994804,0.908054
37.16829,36.21382,1877217,1.660175
37.16829,36.21467,1322227,1.363158
37.1683,36.21495,1141126,0.223847
37.16834,36.21537,866556,-0.287949
37.1684,36.20648,6650143,0.022695
37.1684,36.20584,7064925,0.752405
37.1684,36.21521,971719,0.854429
37.16843,36.2079,5727110,0.644271
37.16847,36.20825,5499277,0.131192
37.16854,36.20732,6101011,0.729356
37.16858,36.20847,5353239,0.96058
37.16859,36.20599,6965632,-0.106874
37.1686,36.2118,3191701,0.512096
37.16863,36.20582,7076635,0.832968
37.16865,36.20786,5750503,0.953957
37.16867,36.21154,3361127,0.675526
37.16867,36.21648,148027,1.105546
37.16868,36.20769,5861504,1.257328
37.16875,36.21583,568660,0.430044
37.16876,36.21663,48723,0.497861
37.16877,36.21396,1783798,-0.266134
37.16884,36.20602,6948134,0.735583
37.16888,36.21635,229838,-0.233249
37.1689,36.21653,113001,0.662141
37.16891,36.21134,3489678,0.686995
37.16891,36.21383,1871444,1.153192
37.16891,36.20728,6130262,0.57022
37.16894,36.21564,691363,0.31437
37.16895,36.20776,5814798,2.449127
37.16901,36.2161,393429,1.063158
37.16907,36.21196,3086598,-1.163546
37.1691,36.21245,2765291,0.488162
37.16916,36.21613,375920,0.118448
37.16919,36.21565,685549,-0.562978
37.16922,36.21492,1158754,0.896905
37.16928,36.21617,346723,0.148629
37.1693,36.216,457723,1.858761
37.16932,36.21116,3606563,1.333921
37.16936,36.21144,3425466,0.197693
37.16936,36.21652,118894,0.222366
37.16937,36.2118,3191787,0.734119
37.16937,36.21363,2000019,2.386006
37.16937,36.21474,1275611,0.701264
37.16937,36.21566,679727,0.905908
37.16938,36.21281,2531642,0.667471
37.16938,36.21399,1766340,1.838344
37.16938,36.20982,4477028,0.540266
37.16943,36.21518,989360,-0.00194
37.16946,36.21463,1351567,1.211931
37.16948,36.21541,843315,1.049623
37.16953,36.21141,3443011,1.276217
37.16956,36.21021,4225842,1.600218
37.16956,36.21586,551224,0.18662
37.16957,36.2057,7158527,1.525094
37.16961,36.21495,1141272,-0.297595
37.16963,36.21105,3676702,0.713198
37.16963,36.21437,1521004,0.652108
37.16964,36.21321,2274623,0.880983
37.16965,36.21363,2000050,-0.743563
37.16967,36.21345,2116892,1.198801
37.16967,36.20735,6083610,0.763524
37.16975,36.21397,1778065,0.22576
37.16976,36.20913,4926904,-0.184135
37.16981,36.21346,2111066,1.2037
37.16984,36.21063,3951299,1.016744
37.16989,36.21265,2636855,0.629837
37.16993,36.2057,7158567,1.949786
37.16993,36.21275,2572597,1.397653
37.17002,36.2099,4424521,1.281413
37.17004,36.21417,1649574,0.48078
37.17006,36.2058,7094320,-0.660504
37.17011,36.20595,6995011,1.502186
37.17013,36.21052,4021436,1.131648
37.17014,36.21013,4278485,1.808712
37.17017,36.21038,4114912,0.616283
37.17017,36.2098,4488800,1.526254
37.17018,36.20756,5949301,0.498096
37.1702,36.2115,3384665,2.756228
37.1702,36.2143,1561961,-1.396171
37.17022,36.20578,7106022,0.664144
37.17022,36.21346,2111112,0.767411
37.17026,36.21582,574670,1.187358
37.17027,36.20612,6884031,0.999422
37.17027,36.21331,2210431,0.4834
37.17027,36.21483,1217291,-0.870952
37.17029,36.20681,6434199,0.804235
37.17031,36.21312,2333118,0.627138
37.17035,36.20629,6773042,0.751853
37.17037,36.21066,3933832,0.784727
37.17038,36.2058,7094355,0.716623
37.17038,36.21273,2584331,0.476087
37.1704,36.20948,4699138,1.55224
37.17041,36.2057,7158621,0.891791
37.17041,36.20725,6147955,1.305048
37.17042,36.2076,5920118,1.186187
37.17044,36.208,5663072,0.707111
37.17044,36.21004,4336938,1.464442
37.17045,36.20621,6825631,1.051218
37.17045,36.21087,3793633,0.789806
37.17047,36.20902,4997087,0.850266
37.17049,36.21515,1012846,1.177502
37.17051,36.20641,6697114,0.489415
37.17051,36.21249,2742080,1.971502
37.17051,36.21365,1988462,0.383648
37.17051,36.21393,1807360,-0.250872
37.17051,36.21497,1129688,0.975795
37.17054,36.20875,5172355,1.759324
37.17054,36.21094,3746907,0.821985
37.17055,36.21025,4196742,2.275892
37.17057,36.20612,6884065,1.775672
37.17057,36.21444,1474373,-3.371089
37.17058,36.20601,6954170,1.58736
37.17058,36.20629,6773068,0.505125
37.17058,36.21333,2192940,-0.293487
37.17058,36.21427,1585372,0.102884
37.17062,36.20858,5283362,2.198174
37.17066,36.20779,5797463,0.265378
37.1707,36.20811,5587155,0.445557
37.17071,36.21224,2905678,-0.749433
37.17071,36.21593,504616,-1.710975
37.17072,36.20971,4547281,3.11083
37.17073,36.20599,6965870,3.619418
37.17073,36.21495,1141396,0.577583
37.17078,36.20583,7071032,1.167892
37.17085,36.20815,5563804,0.96907
37.17086,36.20606,6924991,0.564436
37.17088,36.21249,2742121,1.105227
37.17089,36.21567,674054,0.846463
37.1709,36.2123,2864805,-0.32782
37.17093,36.20615,6866579,-0.802403
37.17094,36.21471,1299154,-0.426895
37.17095,36.20585,7059367,0.120776
37.17098,36.2062,6831532,0.384251
37.17098,36.21115,3612590,1.627538
37.17098,36.21307,2362402,2.962887
37.17098,36.21594,498804,-1.811073
37.17099,36.20712,6235649,0.741346
37.17099,36.21403,1737309,0.885864
37.17102,36.20649,6644593,0.578342
37.17102,36.21321,2274777,3.043326
37.17103,36.20673,6486860,-0.055477
37.17106,36.20629,6773121,0.244421
37.17106,36.20685,6410917,0.30091
37.17106,36.21542,837649,1.946937
37.1711,36.20695,6346660,2.043436
37.17111,36.2062,6831547,-0.51517
37.17113,36.21602,446243,0.255243
37.17116,36.20637,6720554,0.87184
37.17119,36.21063,3951450,0.964013
37.17122,36.20582,7076923,1.127774
37.17122,36.20655,6603721,0.696422
37.17125,36.2063,6767300,1.017517
37.17125,36.20697,6329150,1.191201
37.1713,36.20682,6428470,0.4609
37.1713,36.20948,4699238,0.757169
37.17132,36.20639,6708888,0.750802
37.17133,36.21327,2233917,0.732581
37.17133,36.21307,2362441,0.499144
37.17134,36.2063,6767310,0.889719
37.17134,36.20648,6650470,0.704177
37.17134,36.20965,4588244,1.532263
37.17134,36.2154,849364,0.147562
37.17135,36.20597,6983465,0.926405
37.17135,36.20619,6837415,0.114223
37.17135,36.21412,1678929,1.100454
37.17137,36.20671,6498582,0.716523
37.17137,36.20693,6358374,0.745266
37.17137,36.21568,668266,0.402313
37.17138,36.20711,6241535,0.59738
37.17139,36.21351,2076190,-0.519442
37.17143,36.21521,972056,2.391539
37.17147,36.20655,6603749,-0.633498
37.17147,36.21609,399545,0.512605
37.1715,36.20583,7071112,0.574211
37.1715,36.21485,1205744,1.097281
37.17151,36.20693,6358389,-0.068285
37.17153,36.20636,6726437,0.682355
37.17156,36.20608,6907543,0.843376
37.17157,36.20718,6194820,0.097366
37.17159,36.20626,6790706,0.954462
37.17159,36.20666,6533658,0.821214
37.1716,36.20584,7065281,0.488284
37.1716,36.20595,6995177,-0.678297
37.1716,36.20641,6697235,0.848053
37.1716,36.20682,6428503,0.970534
37.17163,36.21448,1445281,0.970763
37.17165,36.20698,6323353,0.365142
37.17167,36.21383,1871751,-0.430296
37.1717,36.20627,6784876,0.889355
37.1717,36.21229,2870736,-0.625325
37.17173,36.20702,6299994,0.528866
37.17173,36.20688,6387624,0.308713
37.17174,36.20619,6837459,1.258024
37.17175,36.20639,6708936,0.695969
37.17175,36.20648,6650516,0.743828
37.17175,36.21293,2455960,0.215199
37.17178,36.20746,6013741,0.328211
37.17178,36.21646,160057,0.902902
37.17181,36.21262,2654595,0.668125
37.17183,36.20579,7100359,0.587254
37.17183,36.20647,6656367,1.292543
37.17184,36.20688,6387636,0.480937
37.17187,36.21412,1678987,1.009416
37.17188,36.20707,6264958,0.071984
37.17188,36.20983,4471464,0.437212
37.17188,36.2154,849424,0.536725
37.1719,36.20635,6732321,0.677622
37.1719,36.20697,6329223,0.583623
37.1719,36.21334,2187245,0.598689
37.17191,36.20621,6825794,0.971465
37.17192,36.21283,2520241,1.159592
37.17192,36.21347,2105459,1.616835
37.17194,36.20711,6241597,1.142036
37.17195,36.20685,6411016,0.31882
37.17195,36.21297,2426772,-0.613996
37.17195,36.21362,2006148,-3.47791
37.17195,36.21451,1427790,0.949649
37.17195,36.21585,557332,-0.273523
37.17196,36.21237,2818187,-0.002265
37.17197,36.2061,6895904,0.636036
37.17197,36.20735,6083866,-0.477985
37.17197,36.21321,2274882,1.232128
37.17199,36.2075,5984555,0.6154
37.17199,36.20705,6276655,0.56975
37.172,36.20657,6592124,0.425891
37.17202,36.21004,4337114,0.87142
37.17203,36.20582,7077013,0.849453
37.17203,36.21222,2917509,0.994307
37.17204,36.20597,6983542,0.594474
37.17204,36.20717,6200714,0.782996
37.17204,36.2151,1042228,-1.893064
37.17208,36.20641,6697289,0.833511
37.17208,36.20675,6475293,0.719826
37.17208,36.21035,4132651,0.948528
37.1721,36.20624,6808289,1.524969
37.17212,36.20725,6148145,0.884543
37.17212,36.20715,6212407,1.235357
37.17212,36.2138,1889327,-1.710613
37.17214,36.20751,5978729,0.771647
37.17214,36.20697,6329249,1.176078
37.17214,36.21481,1235025,1.595343
37.17216,36.21624,300308,-1.226222
37.17217,36.21492,1159083,1.399708
37.17218,36.20668,6522040,1.686391
37.1722,36.2117,3256364,0.258685
37.1722,36.21359,2023702,-0.984116
37.17221,36.21515,1013037,0.777438
37.17223,36.20582,7077035,1.199908
37.17223,36.21002,4348821,0.399695
37.17228,36.20717,6200741,1.030278
37.17228,36.20905,4979763,-1.036624
37.17228,36.20941,4746083,-0.738533
37.17228,36.21024,4202777,1.015781
37.1723,36.21566,680053,1.635721
37.1723,36.2167,2381,0.040818
37.17232,36.20663,6551265,0.768978
37.17232,36.20778,5803489,0.934008
37.17232,36.20875,5172553,1.487699
37.17232,36.21197,3081117,1.449164
37.17235,36.20605,6930999,0.682146
37.17237,36.21374,1930249,0.820649
37.17237,36.21298,2420977,0.912535
37.17239,36.2071,6247489,0.777729
37.1724,36.20755,5955390,0.022543
37.1724,36.20955,4652624,0.883049
37.1724,36.21403,1737466,-3.766633
37.17241,36.20743,6031337,0.862185
37.17241,36.21313,2327509,2.453192
37.17243,36.20578,7106268,0.897262
37.17243,36.20892,5061568,2.928952
37.17243,36.21241,2794872,0.096676
37.17244,36.20664,6545437,1.144371
37.17244,36.20852,5324459,-0.851568
37.17245,36.2091,4944730,0.845324
37.17245,36.20922,4868784,0.287038
37.17245,36.21158,3332338,1.307061
37.17246,36.2057,7158849,0.997807
37.17246,36.2064,6703173,0.831084
37.17246,36.20694,6352653,0.470915
37.17246,36.20877,5160885,0.41646
37.17246,36.2122,2929241,-4.643815
37.17246,36.21497,1129905,-0.331082
37.17248,36.20682,6428601,0.702828
37.17248,36.20841,5394567,-0.637499
37.17252,36.20756,5949562,0.144062
37.17252,36.21205,3028562,0.98183
37.17252,36.21368,1965318,0.595837
37.17255,36.20856,5295261,-0.016657
37.17256,36.21382,1877692,0.44267
37.17257,36.20738,6066407,0.69128
37.17257,36.21395,1790063,1.369653
37.17259,36.20576,7117969,0.669599
37.17259,36.20665,6539611,-0.138239
37.17263,36.20708,6259200,0.30007
37.17263,36.21346,2111380,-0.158327
37.17265,36.20932,4804544,0.905898
37.17265,36.21293,2456060,0.564371
37.17266,36.21278,2555375,0.741139
37.17269,36.20667,6527939,0.652574
37.17269,36.21512,1030617,0.895767
37.1727,36.20632,6755778,0.584139
37.1727,36.20877,5160912,0.529424
37.17272,36.20657,6592204,0.194183
37.17272,36.21094,3747150,0.31428
37.17272,36.21212,2981848,2.349865
37.17272,36.2145,1433718,1.292416
37.17272,36.20915,4915550,0.396965
37.17273,36.2069,6376051,0.025504
37.17273,36.21085,3805571,1.276445
37.17273,36.21362,2006235,1.011358
37.17275,36.20923,4862975,1.142546
37.17276,36.20733,6095638,1.574869
37.17276,36.21159,3326530,0.166909
37.17281,36.20605,6931050,1.680482
37.17281,36.2135,2082190,2.300313
37.17283,36.20878,5155084,-0.603044
37.17284,36.20624,6808371,1.236283
37.17284,36.20671,6498745,0.917532
37.17284,36.20867,5225189,0.752367
37.17284,36.21267,2625499,0.27449
37.17285,36.20707,6265066,0.920204
37.17285,36.20728,6130700,0.384334
37.17287,36.21095,3741325,0.146893
37.17287,36.21215,2964339,0.903864
37.17287,36.21331,2210721,0.924661
37.17288,36.20605,6931058,0.573633
37.17288,36.20717,6200808,0.643725
37.17288,36.20923,4862990,0.707256
37.17292,36.21547,802804,-1.37711
37.17293,36.20595,6995325,1.104535
37.17293,36.20839,5406301,0.961837
37.17293,36.21318,2292515,0.992827
37.173,36.20905,4979843,1.814207
37.173,36.21196,3087035,-1.024339
37.17301,36.20718,6194980,1.063808
37.17302,36.2122,2929303,0.478916
37.17302,36.21239,2806621,-1.579936
37.17303,36.20895,5044108,-0.646608
37.17305,36.20619,6837605,1.150678
37.17305,36.20776,5815255,0.737765
37.17306,36.20606,6925236,0.646193
37.17306,36.20662,6557190,0.665759
37.17308,36.20693,6358564,0.934576
37.17309,36.20799,5669209,1.286825
37.17309,36.20816,5558211,1.165288
37.17309,36.21174,3227253,0.492764
37.1731,36.21443,1480496,0.110422
37.17311,36.2065,6638983,-0.357778
37.17311,36.20733,6095677,0.745453
37.17315,36.20588,7042086,0.66285
37.17315,36.2068,6440360,0.239479
37.17317,36.20717,6200840,0.964799
37.17318,36.20633,6749989,0.329092
37.17318,36.20756,5949635,1.075036
37.17318,36.21089,3782253,1.444125
37.17318,36.21224,2905953,0.941252
37.1732,36.20727,6136581,1.009645
37.17322,36.20965,4588454,0.427229
37.17323,36.20875,5172655,0.15078
37.17323,36.21245,2765751,-0.047644
37.17324,36.20621,6825942,1.053927
37.17325,36.20653,6615631,0.831142
37.17327,36.20706,6270955,0.879717
37.17327,36.20941,4746193,0.471662
37.17328,36.20774,5832806,1.293949
