lat,lon,meta,elav
37.15534,36.21103,3686795,-2.696089
37.15538,36.21439,1501892,0.494323
37.15542,36.21342,2132832,0.830935
37.15542,36.21373,1934204,0.708129
37.15542,36.21131,3505702,0.095195
37.15542,36.20932,4802626,0.38671
37.15545,36.21502,1092959,-3.955657
37.15545,36.21219,2933189,1.244595
37.15547,36.20633,6748018,-0.739151
37.15548,36.21162,3307081,-3.071553
37.15549,36.21071,3897124,0.545455
37.15549,36.20579,7098540,0.589509
37.15551,36.21099,3716024,0.285057
37.15552,36.21427,1583695,0.769188
37.15552,36.21025,4195069,0.444268
37.15552,36.20888,5088895,0.478891
37.15558,36.21445,1466862,-0.981937
37.15558,36.21301,2401582,-0.643779
37.15558,36.20789,5731522,0.83526
37.15558,36.20668,6520192,0.65516
37.15558,36.21369,1957590,0.872681
37.15558,36.20971,4545596,1.210792
37.1556,36.20949,4691648,0.448432
37.15568,36.21318,2290595,0.349353
37.15568,36.21158,3330471,-3.134871
37.15569,36.21042,4084090,0.485322
37.1557,36.20834,5439435,-3.500782
37.1557,36.20663,6549415,0.257455
37.15571,36.20688,6385840,1.436689
37.15573,36.20779,5795801,0.793147
37.15575,36.2133,2214657,0.587489
37.15575,36.208,5661437,0.145216
37.15576,36.20575,7121938,1.578753
37.15576,36.20933,4796822,0.81216
37.15576,36.21001,4352830,0.846347
37.15579,36.21443,1478569,0.079621
37.15579,36.20626,6788947,0.247273
37.15579,36.21476,1262415,1.526816
37.1558,36.21501,1098840,0.051438
37.15585,36.20665,6537748,0.505751
37.15585,36.21647,152442,0.872687
37.15586,36.21416,1653837,1.044482
37.15586,36.20963,4598205,0.177746
37.15587,36.21309,2349036,1.575419
37.15589,36.20585,7057690,0.925602
37.15589,36.2105,4031534,-0.728722
37.15593,36.20627,6783121,0.286244
37.15595,36.21439,1501955,0.940353
37.15596,36.20814,5567988,1.54751
37.15596,36.21476,1262434,1.01219
37.15596,36.21324,2249732,0.462954
37.15597,36.21114,3616761,0.031688
37.15598,36.21379,1893372,0.843899
37.15598,36.21413,1671376,0.754154
37.15598,36.21006,4317802,-0.8569
37.156,36.20782,5778305,0.027321
37.156,36.20673,6485187,0.250975
37.156,36.21501,1098863,0.653204
37.15603,36.20686,6403402,-0.138232
37.15603,36.20906,4972112,-4.468956
37.15605,36.20727,6134672,0.551334
37.15605,36.20577,7110286,-0.997514
37.15606,36.20596,6987605,0.564992
37.15606,36.21156,3342197,-1.586652
37.15609,36.20705,6274885,2.577068
37.15609,36.2086,5270061,-0.101811
37.15611,36.20661,6561145,1.404382
37.15611,36.20797,5679003,0.791548
37.15612,36.20753,5965262,0.437838
37.15612,36.20923,4861124,0.05184
37.15612,36.21372,1940124,0.969613
37.15612,36.21022,4218504,-1.505363
37.15615,36.21318,2290647,0.941128
37.15615,36.20588,7040193,1.200635
37.15618,36.20789,5731589,0.858217
37.15619,36.20636,6724730,1.167856
37.1562,36.21221,2921589,-1.607524
37.15623,36.21435,1531196,0.892629
37.15627,36.20647,6654635,0.93448
37.1563,36.21152,3371434,0.309134
37.15633,36.20884,5112353,0.350991
37.15633,36.20666,6531959,0.975166
37.15633,36.21498,1122267,-0.325789
37.15636,36.20673,6485227,0.188505
37.15637,36.21432,1548738,0.785577
37.15638,36.20984,4463897,1.186958
37.15638,36.21241,2793085,0.058382
37.15644,36.21333,2191366,-3.922253
37.15644,36.20664,6543656,2.438479
37.15644,36.2147,1303382,0.991406
37.15645,36.20818,5544675,-1.317477
37.15645,36.20949,4691743,3.393431
37.15647,36.20644,6672183,0.388457
37.15648,36.21399,1764904,0.618353
37.15648,36.2118,3190352,1.434755
37.15654,36.2077,5854311,0.539702
37.15654,36.20653,6613771,1.005044
37.15654,36.21346,2109589,0.809434
37.15655,36.2063,6765664,1.059956
37.15656,36.20698,6321673,1.137032
37.15657,36.20576,7116186,0.238801
37.15657,36.20969,4563232,0.367025
37.15658,36.2098,4487287,0.408737
37.15659,36.21002,4347080,-0.2906
37.15663,36.2083,5462907,-1.099114
37.15665,36.20864,5240913,0.858923
37.15667,36.21362,2004447,0.705837
37.15667,36.20718,6193161,3.280782
37.15667,36.2088,5141601,-1.107716
37.1567,36.20748,6000379,0.088085
37.1567,36.20847,5351917,1.967841
37.15671,36.21165,3283850,0.819823
37.15672,36.21294,2448445,0.500723
37.15672,36.20582,7075309,-0.246525
37.15672,36.20933,4796929,1.008014
37.15674,36.21029,4171837,5.680726
37.15674,36.20977,4510673,1.81946
37.15674,36.2079,5725809,0.791899
37.15676,36.2086,5270135,1.58929
37.15677,36.21391,1817514,-1.391893
37.15679,36.2088,5141615,-0.166808
37.15679,36.21461,1361841,0.931897
37.1568,36.2096,4621678,0.75133
37.15681,36.21195,3091075,-0.180204
37.15684,36.2132,2279040,1.321994
37.15684,36.21059,3973220,2.581032
37.15685,36.20844,5375301,1.964312
37.15685,36.21228,2874925,0.412316
37.1569,36.20968,4569111,0.732746
37.15692,36.21116,3605183,-3.520335
37.15699,36.2098,4487333,-0.072585
37.15699,36.21362,2004483,1.809082
37.15699,36.2139,1823381,1.928872
37.157,36.20963,4598332,0.72484
37.157,36.20933,4796960,0.879551
37.157,36.20787,5743364,0.808937
37.15701,36.21284,2512739,1.002065
37.15701,36.21141,3441617,-0.065022
37.15703,36.21436,1525443,0.072312
37.15708,36.21378,1899337,3.502209
37.15708,36.20681,6432729,0.381799
37.1571,36.2116,3318945,1.081233
37.1571,36.20695,6345101,0.985231
37.15713,36.21415,1659820,1.155835
37.15713,36.21055,4002462,1.207752
37.15715,36.21184,3161217,0.624109
37.15716,36.20824,5503860,-0.742469
37.15716,36.20667,6526210,1.022597
37.15716,36.20969,4563298,0.985337
37.15719,36.21072,3891471,-2.682726
37.15721,36.214,1759143,0.54019
37.15721,36.20609,6900103,0.04808
37.15721,36.20926,4837877,0.337854
37.15721,36.21373,1934403,0.493921
37.15724,36.21478,1250893,-4.125179
37.15724,36.21103,3687007,0.456598
37.15726,36.20786,5749235,0.914347
37.15728,36.20993,4405577,0.368263
37.15728,36.2085,5334455,0.705282
37.15728,36.21353,2062935,2.486944
37.15728,36.21387,1840939,0.485925
37.15729,36.20693,6356806,0.806752
37.1573,36.20577,7110425,1.033599
37.15732,36.20948,4697682,1.222869
37.15732,36.20936,4773628,0.899434
37.15732,36.20593,7005272,2.042521
37.15732,36.2156,719280,0.146807
37.15733,36.21415,1659843,-0.837965
37.15735,36.20733,6093923,0.780968
37.15735,36.20817,5550617,0.94481
37.15737,36.2093,4814527,0.995946
37.15739,36.20841,5392887,0.586336
37.15739,36.20787,5743407,0.335004
37.15741,36.20902,4995634,2.045896
37.15742,36.21008,4306279,2.53928
37.15742,36.21472,1291807,-0.033533
37.15743,36.20717,6199088,-0.306237
37.15744,36.21346,2109689,-1.601925
37.15744,36.20985,4458173,0.622032
37.15746,36.20965,4586699,0.610404
37.15746,36.21112,3628611,0.636936
37.15747,36.2065,6637242,0.818167
37.15748,36.20599,6964395,1.215411
37.15748,36.20924,4855433,1.009051
37.1575,36.21439,1502128,0.923472
37.1575,36.20892,5059906,3.390687
37.1575,36.2151,1040610,0.674813
37.15752,36.2075,5982944,0.963791
37.15753,36.20933,4797019,1.092408
37.15753,36.20909,4948911,0.257374
37.15753,36.20861,5264379,1.350224
37.15755,36.20726,6140681,0.958515
37.15756,36.20883,5118332,2.781413
37.15757,36.20691,6368521,-0.075499
37.15759,36.21415,1659872,1.155667
37.1576,36.20578,7104617,2.270346
37.15761,36.2146,1367774,1.190942
37.15761,36.2084,5398754,0.807487
37.15761,36.20673,6485366,0.823347
37.15761,36.21086,3798046,-1.604941
37.15762,36.2155,783575,-1.437873
37.15763,36.21378,1899398,-0.069035
37.15763,36.20825,5498070,0.257236
37.15763,36.21048,4049254,0.080171
37.15764,36.21515,1011415,0.870779
37.15765,36.2094,4750296,0.947192
37.15765,36.20888,5089132,0.135024
37.15766,36.20708,6257533,-0.153423
37.15766,36.21306,2366761,0.112888
37.15766,36.21567,672581,-0.816433
37.15768,36.21431,1554726,-0.719587
37.15768,36.21073,3885684,0.873022
37.15768,36.2124,2799072,0.167005
37.15769,36.20995,4393939,0.937171
37.15769,36.20865,5235187,-0.693684
37.15769,36.2153,912107,0.809099
37.1577,36.20787,5743442,1.59769
37.1577,36.20608,6906000,0.456248
37.15777,36.20998,4370580,0.817435
37.15777,36.20897,5030726,0.057629
37.1578,36.207,6310127,1.234672
37.1578,36.21546,806963,1.450963
37.15781,36.20957,4639316,-1.050729
37.15781,36.21501,1099064,-0.470672
37.15782,36.21309,2349253,0.368106
37.15783,36.20714,6216658,1.519015
37.15783,36.21059,3973330,-0.827949
37.15785,36.20794,5696723,1.092239
37.15785,36.20682,6426973,1.050681
37.15786,36.20864,5241048,0.687158
37.15786,36.2064,6701548,-0.549353
37.15786,36.20601,6952754,1.211742
37.15787,36.20964,4592587,-0.108228
37.15787,36.20915,4913897,0.420739
37.15788,36.21354,2057160,-1.971304
37.15788,36.20817,5550676,0.990191
37.15788,36.20626,6789180,0.459306
37.15788,36.21513,1023126,-0.182193
37.15789,36.20904,4984003,0.715719
37.15791,36.20982,4475751,3.384728
37.15794,36.21437,1519703,1.547891
37.15794,36.20878,5153427,1.672857
37.15794,36.2073,6117357,0.825441
37.15794,36.21098,3722137,1.645612
37.15795,36.20833,5445528,1.673488
37.15795,36.21523,958872,0.716509
37.15797,36.20789,5731788,0.97196
37.15797,36.20865,5235218,1.259288
37.15797,36.2072,6181622,0.891827
37.15798,36.20745,6018047,0.430885
37.15798,36.20613,6876821,1.373578
37.15801,36.20568,7168924,0.924897
37.15801,36.21297,2425220,0.967027
37.15801,36.2149,1175032,0.771923
37.15803,36.20888,5089175,2.889156
37.15803,36.2166,65055,0.612902
37.15806,36.20585,7057932,0.782788
37.15807,36.2135,2080549,0.940947
37.15807,36.2091,4943129,1.904042
37.15807,36.21499,1116619,0.098091
37.15808,36.2167,798,0.39701
37.15808,36.21241,2793274,0.222843
37.15808,36.20733,6094004,1.12461
37.15809,36.20637,6719099,1.211254
37.15809,36.2075,5983007,0.807612
37.1581,36.20647,6654838,1.575079
37.15813,36.20932,4802928,0.501758
37.15813,36.20874,5176816,2.348704
37.15813,36.2136,2016294,0.97569
37.15813,36.21399,1765088,0.18666
37.15815,36.20941,4744510,0.692919
37.15817,36.2058,7092996,1.116971
37.15818,36.2116,3319065,0.130026
37.15818,36.20601,6952789,0.430732
37.15818,36.20865,5235241,2.106547
37.15821,36.21414,1665783,2.245672
37.15821,36.21373,1934515,0.344966
37.15821,36.20702,6298489,0.39052
37.15822,36.21264,2641398,0.337699
37.15822,36.20624,6806744,0.961772
37.15822,36.2156,719380,1.87468
37.15824,36.20683,6421174,-0.122524
37.15825,36.20748,6000551,1.101371
37.15826,36.21665,35870,0.832751
37.15826,36.2111,3646226,1.887642
37.15826,36.2095,4686102,-2.68365
37.15826,36.20921,4873046,1.828376
37.15826,36.2083,5463088,1.554547
37.15826,36.20693,6356914,1.051031
37.15827,36.20941,4744523,0.897198
37.15827,36.20786,5749347,1.031906
37.15829,36.20935,4779578,0.98822
37.15829,36.20796,5685088,1.123341
37.15829,36.20729,6123238,1.562178
37.15832,36.20742,6035611,1.244563
37.15834,36.20763,5901247,1.192517
37.15834,36.21393,1806005,0.463576
37.15835,36.20991,4417380,-0.080627
37.15835,36.21557,736920,0.707383
37.15838,36.208,5661730,1.009492
37.15838,36.20862,5258632,0.48684
37.15838,36.20903,4989900,1.294766
37.15838,36.21368,1963744,0.357122
37.1584,36.21407,1712540,1.856061
37.15842,36.20592,7011236,-0.240296
37.15844,36.2159,520776,0.23809
37.15845,36.20661,6561405,0.646132
37.15845,36.21118,3593669,2.491426
37.15847,36.20814,5568268,0.271823
37.15848,36.20924,4855545,2.181512
37.15848,36.20702,6298519,1.063268
37.15849,36.21351,2074754,0.923063
37.15849,36.21294,2448642,1.007042
37.1585,36.2094,4750391,0.655917
37.1585,36.20612,6882721,1.192182
37.15852,36.20906,4972389,1.436995
37.15852,36.20772,5842847,0.693031
37.15853,36.20747,6006424,0.162388
37.15853,36.20845,5369646,1.051672
37.15853,36.21387,1841078,1.608916
37.15854,36.21174,3225633,1.10179
37.15854,36.20627,6783411,1.452533
37.15858,36.21472,1291936,0.909259
37.1586,36.20661,6561422,1.207362
37.15862,36.20948,4697826,-2.402643
37.15862,36.20715,6210904,0.761856
37.15862,36.20727,6134958,0.304649
37.15863,36.20693,6356955,1.327488
37.15863,36.20759,5924647,1.479389
37.15863,36.21059,3973419,0.981509
37.15863,36.21552,772003,0.687492
37.15866,36.21156,3342487,1.076137
37.15866,36.208,5661761,0.556453
37.15866,36.21635,228701,-2.747462
37.15867,36.20593,7005422,-1.092243
37.15867,36.21647,152756,0.264161
37.15868,36.21488,1186791,-0.020181
37.15868,36.20779,5796129,1.198117
37.15868,36.21347,2103985,1.007454
37.15869,36.21598,468226,1.114355
37.1587,36.2064,6701641,0.631845
37.15871,36.2121,2991972,-1.008852
37.15872,36.20674,6479647,-0.485314
37.15872,36.20609,6900271,1.184625
37.15875,36.2108,3839067,-1.711585
37.15875,36.21658,82661,0.334887
37.15876,36.20603,6941170,1.075071
37.15876,36.20895,5042520,0.384872
37.15876,36.20756,5948030,0.938722
37.15878,36.20705,6275184,1.506337
37.15878,36.20747,6006452,0.854775
37.15879,36.20885,5106785,0.843054
37.15879,36.20817,5550777,1.186611
37.1588,36.2086,5270362,0.930296
37.15882,36.20903,4989949,1.302136
37.15883,36.21417,1648326,2.65241
37.15885,36.20575,7122282,1.020396
37.15885,36.21135,3482716,2.748438
37.15885,36.20949,4692010,-0.489721
37.15886,36.20778,5801991,0.788003
37.15889,36.21654,106044,0.391171
37.15891,36.2148,1239395,1.219099
37.15891,36.2076,5918837,0.917497
37.15891,36.21113,3622931,1.002999
37.15891,36.21086,3798191,-1.222907
37.15892,36.20732,6099940,0.549158
37.15893,36.20627,6783455,1.417472
37.15893,36.20588,7040503,1.652515
37.15893,36.20901,5001645,1.502863
37.15893,36.20799,5667633,1.739379
37.15893,36.20681,6432935,0.942521
37.15894,36.21171,3249046,0.256568
37.15894,36.21525,947298,1.242434
37.15894,36.21386,1846966,0.660347
37.15894,36.2085,5334640,0.913412
37.15895,36.20705,6275203,1.233431
37.15895,36.21002,4347343,-0.375838
37.15896,36.20916,4908176,0.648912
37.159,36.21073,3885831,0.576341
37.159,36.21047,4055249,-2.512429
37.15902,36.20963,4598557,0.64938
37.15902,36.20985,4458349,0.984084
37.15903,36.20772,5842904,0.77864
37.15906,36.21348,2098185,3.058951
37.15906,36.20745,6018167,0.386224
37.15906,36.20597,6982097,1.133425
37.15906,36.21091,3768997,-4.867712
37.15906,36.21033,4142885,1.045722
37.15906,36.21318,2290971,2.353765
37.15909,36.20585,7058047,0.39558
37.1591,36.21637,217066,-0.262868
37.15911,36.2138,1887879,0.720907
37.15912,36.20838,5410606,1.523664
37.15912,36.20805,5626760,0.867764
37.15912,36.20734,6088278,0.213292
37.15912,36.20714,6216802,0.786212
37.15912,36.20792,5714390,1.007096
37.15912,36.21008,4306468,-2.055007
37.15913,36.20667,6526429,0.637844
37.15913,36.2092,4878985,1.568448
37.15913,36.20867,5223663,0.699561
37.15913,36.21645,164491,1.156241
37.15914,36.21573,631852,-1.355883
37.15915,36.21079,3844953,0.66472
37.15916,36.20648,6649114,1.512813
37.15916,36.21054,4008530,-0.433442
37.15918,36.20991,4417473,0.732307
37.15922,36.20963,4598579,-0.063539
37.15922,36.20909,4949099,0.125649
37.15922,36.20898,5025045,0.650467
37.15923,36.20627,6783488,1.744464
37.15925,36.21013,4277272,-2.194058
37.15927,36.21184,3161453,0.303356
37.1593,36.20575,7122332,1.176161
37.1593,36.20845,5369732,1.667654
37.15931,36.20975,4522643,0.805886
37.15931,36.20929,4820585,1.653589
37.15931,36.21546,807131,-0.583195
37.15931,36.20995,4394119,0.928559
37.15933,36.21087,3792395,0.801615
37.15936,36.21463,1350443,5.81918
37.15936,36.20953,4662857,1.082743
37.15936,36.2062,6830239,0.845969
37.15937,36.20779,5796206,0.947656
37.15937,36.20759,5924730,0.838445
37.15937,36.2136,2016432,1.109407
37.15938,36.2113,3511985,0.788196
37.15938,36.21487,1192711,2.59364
37.15939,36.20839,5404794,-0.277019
37.1594,36.20817,5550845,0.723472
37.15941,36.20875,5171116,1.855387
37.15941,36.20831,5457374,-0.004679
37.15945,36.21523,959039,0.859037
37.15947,36.20962,4604449,1.291552
37.15947,36.2076,5918899,1.616893
37.15947,36.21545,812991,-0.605024
37.15947,36.21337,2168335,0.652574
37.15948,36.21222,2916112,0.397357
37.15948,36.20693,6357050,0.497864
37.1595,36.21062,3955990,-0.009676
37.1595,36.20904,4984182,0.741494
37.1595,36.21105,3675574,-2.206913
37.15951,36.20602,6947095,0.737989
37.15951,36.21638,211269,1.914185
37.15955,36.21143,3430216,1.043605
37.15955,36.20812,5580072,1.336125
37.15956,36.20852,5323025,1.334236
37.15957,36.21569,661110,-0.087013
37.15958,36.21652,117805,1.184658
37.15958,36.20576,7116521,-0.057682
